id	index	Product	date type	date	revocation reason_IT
PESTON:0806687	6687	CEPONE	pesticide issue date	1976-04-05^^xsd:date	
PESTON:0806688	6688	CEPONE	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0806689	6689	CEPONE 70	pesticide issue date	1978-05-30^^xsd:date	
PESTON:0806690	6690	CEPONE 70	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0806691	6691	CEPOS	pesticide issue date	1980-10-16^^xsd:date	
PESTON:0806692	6692	CEPOS	pesticide revocation date	2010-03-23^^xsd:date	
PESTON:0806693	6693	CEPTAL	pesticide issue date	1972-12-04^^xsd:date	
PESTON:0806694	6694	CEPTAL	pesticide revocation date	2010-03-23^^xsd:date	
PESTON:0806695	6695	CER 30	pesticide issue date	1980-06-19^^xsd:date	
PESTON:0806696	6696	CER 30	pesticide revocation decision date	2003-03-14^^xsd:date	
PESTON:0806697	6697	CER 30	pesticide revocation date	2003-04-01^^xsd:date	REVOCA PER NON ADEGUAMENTO ISCRIZIONE S.A. 2,4 D IN ANNEX I
PESTON:0806698	6698	CER 50	pesticide issue date	1972-02-16^^xsd:date	
PESTON:0806699	6699	CER 50	pesticide revocation decision date	2003-03-14^^xsd:date	
PESTON:0806700	6700	CER 50	pesticide revocation date	2003-04-01^^xsd:date	REVOCA PER NON ADEGUAMENTO ISCRIZIONE S.A. 2,4 D IN ANNEX I
PESTON:0806701	6701	CER 88	pesticide issue date	1980-03-10^^xsd:date	
PESTON:0806702	6702	CER 88	pesticide revocation decision date	2003-03-14^^xsd:date	
PESTON:0806703	6703	CER 88	pesticide revocation date	2003-04-01^^xsd:date	REVOCA PER NON ADEGUAMENTO ISCRIZIONE S.A. 2,4 D IN ANNEX I
PESTON:0806704	6704	CERA TRAP	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806705	6705	CERA TRAP	pesticide issue date	2011-11-04^^xsd:date	
PESTON:0806706	6706	CERALL	pesticide authorization expiry date	2022-04-30^^xsd:date	
PESTON:0806707	6707	CERALL	pesticide issue date	2005-05-24^^xsd:date	
PESTON:0806708	6708	CERAMAIS	pesticide issue date	1975-07-30^^xsd:date	
PESTON:0806709	6709	CERAMAIS	pesticide revocation date	1985-05-06^^xsd:date	
PESTON:0806710	6710	CERASIM	pesticide issue date	1975-07-30^^xsd:date	
PESTON:0806711	6711	CERASIM	pesticide revocation date	1985-05-06^^xsd:date	
PESTON:0806712	6712	CERATHION 50	pesticide issue date	1983-05-09^^xsd:date	
PESTON:0806713	6713	CERATHION 50	pesticide revocation date	1991-05-04^^xsd:date	
PESTON:0806714	6714	CERATHION 50 PM	pesticide issue date	1981-12-28^^xsd:date	
PESTON:0806715	6715	CERATHION 50 PM	pesticide revocation date	1991-05-04^^xsd:date	
PESTON:0806716	6716	CERATHION PB	pesticide issue date	1975-09-06^^xsd:date	
PESTON:0806717	6717	CERATHION PB	pesticide revocation date	1991-07-25^^xsd:date	
PESTON:0806718	6718	CERATIPACK	pesticide authorization expiry date	2021-10-31^^xsd:date	
PESTON:0806719	6719	CERATIPACK	pesticide issue date	2014-08-28^^xsd:date	
PESTON:0806720	6720	CERCEN	pesticide authorization expiry date	2019-12-31^^xsd:date	
PESTON:0806721	6721	CERCEN	pesticide issue date	2011-02-10^^xsd:date	
PESTON:0806722	6722	CERCEN	pesticide revocation date	2012-07-01^^xsd:date	
PESTON:0806723	6723	CERCOBIN WG	pesticide authorization expiry date	2020-10-31^^xsd:date	
PESTON:0806724	6724	CERCOBIN WG	pesticide issue date	2008-06-18^^xsd:date	
PESTON:0806725	6725	CERCOBIN WG	pesticide revocation date	2021-01-27^^xsd:date	
PESTON:0806726	6726	CERCOFEN 20	pesticide issue date	1976-03-26^^xsd:date	
PESTON:0806727	6727	CERCOFEN 20	pesticide revocation decision date	2002-12-27^^xsd:date	
PESTON:0806728	6728	CERCOFEN 20	pesticide revocation date	2002-12-20^^xsd:date	REVOCA PER MANCATA ISCRIZIONE FENTIN ACETATO IN ALL. I
PESTON:0806729	6729	CERCOFEN 30	pesticide issue date	1981-05-25^^xsd:date	
PESTON:0806730	6730	CERCOFEN 30	pesticide revocation date	1991-07-25^^xsd:date	
PESTON:0806731	6731	CERCOSTAN	pesticide issue date	1977-03-24^^xsd:date	
PESTON:0806732	6732	CERCOSTAN	pesticide revocation date	1990-11-27^^xsd:date	
PESTON:0806733	6733	CERCOSTAN M	pesticide issue date	1976-11-25^^xsd:date	
PESTON:0806734	6734	CERCOSTAN M	pesticide revocation date	1978-09-28^^xsd:date	
PESTON:0806735	6735	CEREALBEN	pesticide issue date	1986-06-04^^xsd:date	
PESTON:0806736	6736	CEREALBEN	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0806737	6737	CEREALBIO	pesticide authorization expiry date	2019-08-31^^xsd:date	
PESTON:0806738	6738	CEREALBIO	pesticide issue date	2008-12-22^^xsd:date	
PESTON:0806739	6739	CEREALBIO	pesticide revocation date	2013-09-01^^xsd:date	
PESTON:0806740	6740	CEREALDOR	pesticide issue date	1981-04-16^^xsd:date	
PESTON:0806741	6741	CEREALDOR	pesticide revocation date	1987-05-26^^xsd:date	
PESTON:0806742	6742	CEREALENE N	pesticide issue date	1983-10-10^^xsd:date	
PESTON:0806743	6743	CEREALENE N	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0806744	6744	CEREALI LIQUIDO	pesticide issue date	1992-01-24^^xsd:date	
PESTON:0806745	6745	CEREALI LIQUIDO	pesticide revocation date	2001-06-27^^xsd:date	
PESTON:0806746	6746	CEREALKOL	pesticide issue date	1986-12-03^^xsd:date	
PESTON:0806747	6747	CEREALKOL	pesticide revocation date	2007-12-06^^xsd:date	
PESTON:0806748	6748	CEREALSAN	pesticide issue date	1980-03-10^^xsd:date	
PESTON:0806749	6749	CEREALSAN	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0806750	6750	CEREALVIT	pesticide issue date	1989-11-15^^xsd:date	
PESTON:0806751	6751	CEREALVIT	pesticide revocation date	2004-07-30^^xsd:date	
PESTON:0806752	6752	CEREALZEB	pesticide issue date	1980-03-10^^xsd:date	
PESTON:0806753	6753	CEREALZEB	pesticide revocation date	1990-08-04^^xsd:date	
PESTON:0806754	6754	CEREBAS	pesticide issue date	1987-12-10^^xsd:date	
PESTON:0806755	6755	CEREBAS	pesticide revocation date	2007-10-01^^xsd:date	
PESTON:0806756	6756	CEREBAS GOLD	pesticide authorization expiry date	2017-01-31^^xsd:date	
PESTON:0806757	6757	CEREBAS GOLD	pesticide issue date	2009-12-03^^xsd:date	
PESTON:0806758	6758	CEREBAS GOLD	pesticide revocation date	2015-02-28^^xsd:date	
PESTON:0806759	6759	CERECONS 0,5 P	pesticide issue date	1981-05-25^^xsd:date	
PESTON:0806760	6760	CERECONS 0,5 P	pesticide revocation date	1991-10-25^^xsd:date	
PESTON:0806761	6761	CEREDOR	pesticide issue date	1982-06-05^^xsd:date	
PESTON:0806762	6762	CEREDOR	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0806763	6763	CEREDOR	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0806764	6764	CEREGAMMA P	pesticide issue date	1978-05-30^^xsd:date	
PESTON:0806765	6765	CEREGAMMA P	pesticide revocation date	1991-10-25^^xsd:date	
PESTON:0806766	6766	CEREMAL	pesticide issue date	1979-06-15^^xsd:date	
PESTON:0806767	6767	CEREMAL	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0806768	6768	CEREMAL	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0806769	6769	CERENONE	pesticide issue date	1980-05-30^^xsd:date	
PESTON:0806770	6770	CERENONE	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0806771	6771	CERENONE	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0806772	6772	CERENONE D	pesticide issue date	1984-02-02^^xsd:date	
PESTON:0806773	6773	CERENONE D	pesticide revocation date	1985-06-13^^xsd:date	REVOCATO IMPIEGO PRINCIPI ATTIVI TETRACLORURO DI CARBONIO E 1,2 DICLOROETANO
PESTON:0806774	6774	CERENONE L	pesticide issue date	1980-06-13^^xsd:date	
PESTON:0806775	6775	CERENONE L	pesticide revocation date	1985-06-13^^xsd:date	REVOCA PER I PRINCIPI ATTIVI TETRACLORURO DI CARBONIO E 1,2 DICLOROETANO
PESTON:0806776	6776	CERERIS	pesticide authorization expiry date	2022-07-31^^xsd:date	
PESTON:0806777	6777	CERERIS	pesticide issue date	2021-02-17^^xsd:date	
PESTON:0806778	6778	CERESAN	pesticide issue date	1985-10-03^^xsd:date	
PESTON:0806779	6779	CERESAN	pesticide revocation date	2006-10-25^^xsd:date	
PESTON:0806780	6780	CERESAN L	pesticide issue date	1985-09-12^^xsd:date	
PESTON:0806781	6781	CERESAN L	pesticide revocation decision date	1997-07-23^^xsd:date	
PESTON:0806782	6782	CERESAN L	pesticide revocation date	1997-07-23^^xsd:date	
PESTON:0806783	6783	CERESAR	pesticide issue date	1979-11-28^^xsd:date	
PESTON:0806784	6784	CERESAR	pesticide revocation date	2004-07-30^^xsd:date	
PESTON:0806785	6785	CERESIVAM	pesticide issue date	1981-05-25^^xsd:date	
PESTON:0806786	6786	CERESIVAM	pesticide revocation date	1991-07-25^^xsd:date	
PESTON:0806787	6787	CERESIVAM MZ	pesticide issue date	1983-10-03^^xsd:date	
PESTON:0806788	6788	CERESIVAM MZ	pesticide revocation date	1991-07-25^^xsd:date	
PESTON:0806789	6789	CERESTART	pesticide issue date	1988-03-09^^xsd:date	
PESTON:0806790	6790	CERESTART	pesticide revocation date	2001-09-12^^xsd:date	
PESTON:0806791	6791	CERETHEX	pesticide issue date	1984-10-08^^xsd:date	
PESTON:0806792	6792	CERETHEX	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0806793	6793	CERETHEX S	pesticide issue date	1984-10-19^^xsd:date	
PESTON:0806794	6794	CERETHEX S	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0806795	6795	CERETRIL S	pesticide issue date	1984-07-26^^xsd:date	
PESTON:0806796	6796	CERETRIL S	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0806797	6797	CEREVIT	pesticide issue date	1981-11-11^^xsd:date	
PESTON:0806798	6798	CEREVIT	pesticide revocation date	2007-12-06^^xsd:date	
PESTON:0806799	6799	CEREWEED	pesticide issue date	1984-06-21^^xsd:date	
PESTON:0806800	6800	CEREWEED	pesticide revocation date	2004-06-30^^xsd:date	
PESTON:0806801	6801	CEREWEED 30E	pesticide issue date	1996-12-31^^xsd:date	
PESTON:0806802	6802	CEREWEED 30E	pesticide revocation date	2015-06-01^^xsd:date	
PESTON:0806803	6803	CEREXIL M DG	pesticide authorization expiry date	2023-06-30^^xsd:date	
PESTON:0806804	6804	CEREXIL M DG	pesticide issue date	2000-01-10^^xsd:date	
PESTON:0806805	6805	CEREXIL M DG	pesticide revocation date	2021-02-01^^xsd:date	
PESTON:0806806	6806	CERNET	pesticide issue date	1984-07-19^^xsd:date	
PESTON:0806807	6807	CERNET	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0806808	6808	CERNET	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0806809	6809	CERONE	pesticide issue date	1985-02-15^^xsd:date	
PESTON:0806810	6810	CERONE	pesticide revocation date	2000-11-06^^xsd:date	
PESTON:0806811	6811	CEROPLAST	pesticide authorization expiry date	2008-09-07^^xsd:date	
PESTON:0806812	6812	CEROPLAST	pesticide issue date	1998-09-07^^xsd:date	
PESTON:0806813	6813	CEROPLAST	pesticide revocation decision date	2002-12-18^^xsd:date	
PESTON:0806814	6814	CEROPLAST	pesticide revocation date	2002-07-01^^xsd:date	REVOCA RETROATTIVA MANCATO ADEGUAMENTO ISCRIZIONE ALL. I TIABENDAZOLO
PESTON:0806815	6815	CEROVAL 70 WG	pesticide authorization expiry date	2024-05-31^^xsd:date	
PESTON:0806816	6816	CEROVAL 70 WG	pesticide issue date	2017-11-02^^xsd:date	
PESTON:0806817	6817	CEROXONE	pesticide issue date	1973-12-06^^xsd:date	
PESTON:0806818	6818	CEROXONE	pesticide revocation date	1994-03-16^^xsd:date	
PESTON:0806819	6819	CERTO	pesticide issue date	1996-12-02^^xsd:date	
PESTON:0806820	6820	CERTO	pesticide revocation date	2015-06-01^^xsd:date	
PESTON:0806821	6821	CERTOIL	pesticide authorization expiry date	2015-12-31^^xsd:date	
PESTON:0806822	6822	CERTOIL	pesticide issue date	2005-09-27^^xsd:date	
PESTON:0806823	6823	CERTOIL	pesticide revocation date	2015-12-31^^xsd:date	
PESTON:0806824	6824	CERTROL H	pesticide issue date	1983-11-23^^xsd:date	
PESTON:0806825	6825	CERTROL H	pesticide revocation date	2007-10-01^^xsd:date	
PESTON:0806826	6826	CERTROL HB	pesticide issue date	1989-06-27^^xsd:date	
PESTON:0806827	6827	CERTROL HB	pesticide revocation date	1996-02-01^^xsd:date	
PESTON:0806828	6828	CERZALENE	pesticide issue date	1980-06-19^^xsd:date	
PESTON:0806829	6829	CERZALENE	pesticide revocation date	1981-10-27^^xsd:date	
PESTON:0806830	6830	CETUS 360 CS	pesticide authorization expiry date	2021-10-31^^xsd:date	
PESTON:0806831	6831	CETUS 360 CS	pesticide issue date	2015-12-14^^xsd:date	
PESTON:0806832	6832	CEZIX	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806833	6833	CEZIX	pesticide issue date	2012-01-23^^xsd:date	
PESTON:0806834	6834	CF 125	pesticide issue date	1972-02-17^^xsd:date	
PESTON:0806835	6835	CF 125	pesticide revocation date	1990-04-07^^xsd:date	
PESTON:0806836	6836	CHALLENGE	pesticide authorization expiry date	2022-07-31^^xsd:date	
PESTON:0806837	6837	CHALLENGE	pesticide issue date	1993-03-16^^xsd:date	
PESTON:0806838	6838	CHALLENGE COMBI	pesticide authorization expiry date	2012-06-30^^xsd:date	
PESTON:0806839	6839	CHALLENGE COMBI	pesticide issue date	2000-02-08^^xsd:date	
PESTON:0806840	6840	CHALLENGE COMBI	pesticide revocation date	2012-02-01^^xsd:date	
PESTON:0806841	6841	CHAMAN	pesticide authorization expiry date	2021-12-31^^xsd:date	
PESTON:0806842	6842	CHAMAN	pesticide issue date	2008-04-24^^xsd:date	
PESTON:0806843	6843	CHAMANE	pesticide authorization expiry date	2025-12-31^^xsd:date	
PESTON:0806844	6844	CHAMANE	pesticide issue date	2021-02-24^^xsd:date	
PESTON:0806845	6845	CHAMP 20 DF	pesticide authorization expiry date	2025-12-31^^xsd:date	
PESTON:0806846	6846	CHAMP 20 DF	pesticide issue date	2007-11-15^^xsd:date	
PESTON:0806847	6847	CHAMP 20 WG	pesticide authorization expiry date	2025-12-31^^xsd:date	
PESTON:0806848	6848	CHAMP 20 WG	pesticide issue date	2017-12-07^^xsd:date	
PESTON:0806849	6849	CHAMP DP	pesticide authorization expiry date	2025-12-31^^xsd:date	
PESTON:0806850	6850	CHAMP DP	pesticide issue date	2002-05-07^^xsd:date	
PESTON:0806851	6851	CHAMP FLOWABLE	pesticide issue date	1993-03-16^^xsd:date	
PESTON:0806852	6852	CHAMP FLOWABLE	pesticide revocation date	2012-06-01^^xsd:date	
PESTON:0806853	6853	CHAMPION 30 BLU	pesticide issue date	1986-12-03^^xsd:date	
PESTON:0806854	6854	CHAMPION 30 BLU	pesticide revocation date	2009-12-01^^xsd:date	
PESTON:0806855	6855	CHAMPION 50 DF	pesticide authorization expiry date	2016-11-30^^xsd:date	
PESTON:0806856	6856	CHAMPION 50 DF	pesticide issue date	1997-06-11^^xsd:date	
PESTON:0806857	6857	CHAMPION 50 DF	pesticide revocation date	2016-12-06^^xsd:date	
PESTON:0806858	6858	CHAMPION CLASS	pesticide authorization expiry date	2025-12-31^^xsd:date	
PESTON:0806859	6859	CHAMPION CLASS	pesticide issue date	2009-10-12^^xsd:date	
PESTON:0806860	6860	CHAMPION CLASS	pesticide revocation date	2019-04-01^^xsd:date	
PESTON:0806861	6861	CHAMPION FLO	pesticide authorization expiry date	2025-12-31^^xsd:date	
PESTON:0806862	6862	CHAMPION FLO	pesticide issue date	2006-06-07^^xsd:date	
PESTON:0806863	6863	CHAMPION FLOWABLE	pesticide authorization expiry date	1999-07-30^^xsd:date	
PESTON:0806864	6864	CHAMPION FLOWABLE	pesticide issue date	1994-07-30^^xsd:date	
PESTON:0806865	6865	CHAMPION WDG	pesticide authorization expiry date	2010-12-31^^xsd:date	
PESTON:0806866	6866	CHAMPION WDG	pesticide issue date	1994-03-30^^xsd:date	
PESTON:0806867	6867	CHAMPION WDG	pesticide revocation date	2009-12-01^^xsd:date	
PESTON:0806868	6868	CHANON	pesticide authorization expiry date	2023-07-31^^xsd:date	
PESTON:0806869	6869	CHANON	pesticide issue date	2019-02-26^^xsd:date	
PESTON:0806870	6870	CHANTICO	pesticide authorization expiry date	2037-07-31^^xsd:date	
PESTON:0806871	6871	CHANTICO	pesticide issue date	2020-04-09^^xsd:date	
PESTON:0806872	6872	CHARAN CM	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806873	6873	CHARAN CM	pesticide issue date	2014-07-25^^xsd:date	
PESTON:0806874	6874	CHARAN OFM	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806875	6875	CHARAN OFM	pesticide issue date	2014-07-25^^xsd:date	
PESTON:0806876	6876	CHARGE	pesticide authorization expiry date	2011-12-31^^xsd:date	
PESTON:0806877	6877	CHARGE	pesticide issue date	2003-11-21^^xsd:date	
PESTON:0806878	6878	CHARGE	pesticide revocation date	2012-07-01^^xsd:date	
PESTON:0806879	6879	CHARIOT	pesticide authorization expiry date	2014-05-31^^xsd:date	
PESTON:0806880	6880	CHARIOT	pesticide issue date	2007-01-22^^xsd:date	
PESTON:0806881	6881	CHARIOT	pesticide revocation date	2007-10-01^^xsd:date	
PESTON:0806882	6882	CHARTER	pesticide authorization expiry date	2021-12-31^^xsd:date	
PESTON:0806883	6883	CHARTER	pesticide issue date	2007-05-29^^xsd:date	
PESTON:0806884	6884	CHARTER	pesticide revocation date	2014-03-24^^xsd:date	
PESTON:0806885	6885	CHAS 44 EC	pesticide authorization expiry date	2019-10-31^^xsd:date	
PESTON:0806886	6886	CHAS 44 EC	pesticide issue date	2008-04-11^^xsd:date	
PESTON:0806887	6887	CHAS 44 EC	pesticide revocation date	2018-12-31^^xsd:date	
PESTON:0806888	6888	CHASER-S	pesticide authorization expiry date	2024-12-31^^xsd:date	
PESTON:0806889	6889	CHASER-S	pesticide issue date	2018-12-20^^xsd:date	
PESTON:0806890	6890	CHECKMATE CM-F	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806891	6891	CHECKMATE CM-F	pesticide issue date	2007-03-30^^xsd:date	
PESTON:0806892	6892	CHECKMATE CM-XL	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806893	6893	CHECKMATE CM-XL	pesticide issue date	2005-07-28^^xsd:date	
PESTON:0806894	6894	CHECKMATE CRS 2021	pesticide authorization expiry date	2021-07-29^^xsd:date	
PESTON:0806895	6895	CHECKMATE CRS 2021	pesticide issue date	2021-04-01^^xsd:date	
PESTON:0806896	6896	CHECKMATE OFM	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806897	6897	CHECKMATE OFM	pesticide issue date	2007-03-30^^xsd:date	
PESTON:0806898	6898	CHECKMATE OFM-F	pesticide authorization expiry date	2023-08-31^^xsd:date	
PESTON:0806899	6899	CHECKMATE OFM-F	pesticide issue date	2007-03-30^^xsd:date	
PESTON:0806900	6900	CHECKMATE PTB	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806901	6901	CHECKMATE PTB	pesticide issue date	2007-03-30^^xsd:date	
PESTON:0806902	6902	CHECKMATE PUFFER CM	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806903	6903	CHECKMATE PUFFER CM	pesticide issue date	2013-02-07^^xsd:date	
PESTON:0806904	6904	CHECKMATE PUFFER CM-O	pesticide authorization expiry date	2019-08-31^^xsd:date	
PESTON:0806905	6905	CHECKMATE PUFFER CM-O	pesticide issue date	2013-04-11^^xsd:date	
PESTON:0806906	6906	CHECKMATE PUFFER CM-O	pesticide revocation date	2017-02-07^^xsd:date	
PESTON:0806907	6907	CHECKMATE PUFFER CM-PRO	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806908	6908	CHECKMATE PUFFER CM-PRO	pesticide issue date	2019-12-09^^xsd:date	
PESTON:0806909	6909	CHECKMATE PUFFER FRUIT MULTI	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806910	6910	CHECKMATE PUFFER FRUIT MULTI	pesticide issue date	2019-03-01^^xsd:date	
PESTON:0806911	6911	CHECKMATE PUFFER LB	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806912	6912	CHECKMATE PUFFER LB	pesticide issue date	2015-09-29^^xsd:date	
PESTON:0806913	6913	CHECKMATE PUFFER LB/EA	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806914	6914	CHECKMATE PUFFER LB/EA	pesticide issue date	2019-12-09^^xsd:date	
PESTON:0806915	6915	CHECKMATE PUFFER OFM	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806916	6916	CHECKMATE PUFFER OFM	pesticide issue date	2016-02-05^^xsd:date	
PESTON:0806917	6917	CHECKMATE PUFFER PTB	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806918	6918	CHECKMATE PUFFER PTB	pesticide issue date	2017-12-07^^xsd:date	
PESTON:0806919	6919	CHECKMATE SF-XL	pesticide authorization expiry date	2022-08-31^^xsd:date	
PESTON:0806920	6920	CHECKMATE SF-XL	pesticide issue date	2007-03-30^^xsd:date	
PESTON:0806921	6921	CHECKMATE SUTERRA VMB	pesticide authorization expiry date	2018-06-26^^xsd:date	
PESTON:0806922	6922	CHECKMATE SUTERRA VMB	pesticide issue date	2018-02-27^^xsd:date	
PESTON:0806923	6923	CHECKMATE VMB	pesticide authorization expiry date	2016-08-24^^xsd:date	
PESTON:0806924	6924	CHECKMATE VMB	pesticide issue date	2016-04-27^^xsd:date	
PESTON:0806925	6925	CHECKMATE VMB 2019	pesticide authorization expiry date	2019-06-26^^xsd:date	
PESTON:0806926	6926	CHECKMATE VMB 2019	pesticide issue date	2019-02-27^^xsd:date	
PESTON:0806927	6927	CHECKMATE VMB 2020	pesticide authorization expiry date	2020-07-21^^xsd:date	
PESTON:0806928	6928	CHECKMATE VMB 2020	pesticide issue date	2020-03-24^^xsd:date	
PESTON:0806929	6929	CHECKMATE VMB-PRO	pesticide authorization expiry date	2036-06-03^^xsd:date	
PESTON:0806930	6930	CHECKMATE VMB-PRO	pesticide issue date	2020-12-30^^xsd:date	
PESTON:0806931	6931	CHECKMATE VMB-XL	pesticide authorization expiry date	2015-10-02^^xsd:date	
PESTON:0806932	6932	CHECKMATE VMB-XL	pesticide issue date	2015-06-05^^xsd:date	
PESTON:0806933	6933	CHECKOUT	pesticide authorization expiry date	2015-11-30^^xsd:date	
PESTON:0806934	6934	CHECKOUT	pesticide issue date	2008-05-13^^xsd:date	
PESTON:0806935	6935	CHELAMON	pesticide issue date	1971-11-22^^xsd:date	
PESTON:0806936	6936	CHELAMON	pesticide revocation date	1987-07-03^^xsd:date	
PESTON:0806937	6937	CHEMIAN	pesticide authorization expiry date	2008-09-03^^xsd:date	
PESTON:0806938	6938	CHEMIAN	pesticide issue date	2008-05-07^^xsd:date	
PESTON:0806939	6939	CHEMIAN C.E.	pesticide authorization expiry date	2007-06-30^^xsd:date	
PESTON:0806940	6940	CHEMIAN C.E.	pesticide issue date	1975-12-22^^xsd:date	
PESTON:0806941	6941	CHEMIAN C.E.	pesticide revocation date	2007-06-01^^xsd:date	
PESTON:0806942	6942	CHEMIAN G4	pesticide issue date	1976-03-30^^xsd:date	
PESTON:0806943	6943	CHEMIAN G4	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0806944	6944	CHEMIAN G4	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0806945	6945	CHEMIAN P.B.	pesticide issue date	1975-02-27^^xsd:date	
PESTON:0806946	6946	CHEMIAN P.B.	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0806947	6947	CHEMIAN P.B.	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0806948	6948	CHEMIAN P5	pesticide issue date	1979-04-06^^xsd:date	
PESTON:0806949	6949	CHEMIAN P5	pesticide revocation decision date	2003-12-31^^xsd:date	
PESTON:0806950	6950	CHEMIAN P5	pesticide revocation date	2004-07-30^^xsd:date	REVOCA LISTA C RICLASSIFICAZIONE
PESTON:0806951	6951	CHEMIFOS	pesticide issue date	1977-08-05^^xsd:date	
PESTON:0806952	6952	CHEMIFOS	pesticide revocation date	2003-09-11^^xsd:date	REVOCA NON ISCRIZIONE ALL. I PARATION METILE
PESTON:0806953	6953	CHEMIT	pesticide authorization expiry date	2002-07-11^^xsd:date	
PESTON:0806954	6954	CHEMIT	pesticide issue date	1978-10-04^^xsd:date	
PESTON:0806955	6955	CHEMIT	pesticide revocation date	2000-05-03^^xsd:date	
PESTON:0806956	6956	CHEMITION 5G	pesticide issue date	1976-03-30^^xsd:date	
PESTON:0806957	6957	CHEMITION 5G	pesticide revocation date	2007-11-25^^xsd:date	
PESTON:0806958	6958	CHEMITION 6G	pesticide issue date	1976-05-26^^xsd:date	
PESTON:0806959	6959	CHEMITION 6G	pesticide revocation date	1979-05-14^^xsd:date	
PESTON:0806960	6960	CHEMOL	pesticide authorization expiry date	2021-12-31^^xsd:date	
PESTON:0806961	6961	CHEMOL	pesticide issue date	1974-01-23^^xsd:date	
PESTON:0806962	6962	CHEMOL 90 EL	pesticide authorization expiry date	2021-12-31^^xsd:date	
PESTON:0806963	6963	CHEMOL 90 EL	pesticide issue date	1974-04-22^^xsd:date	
PESTON:0806964	6964	CHEMOL PLUS	pesticide authorization expiry date	2021-12-31^^xsd:date	
PESTON:0806965	6965	CHEMOL PLUS	pesticide issue date	2011-01-13^^xsd:date	
PESTON:0806966	6966	CHEM-RICE	pesticide issue date	1979-06-05^^xsd:date	
PESTON:0806967	6967	CHEM-RICE	pesticide revocation date	2009-03-30^^xsd:date	
PESTON:0806968	6968	CHEM-RICE 450 SC	pesticide authorization expiry date	2008-12-31^^xsd:date	
PESTON:0806969	6969	CHEM-RICE 450 SC	pesticide issue date	1999-04-12^^xsd:date	
PESTON:0806970	6970	CHEM-RICE 450 SC	pesticide revocation date	2009-03-30^^xsd:date	
PESTON:0806971	6971	CHEM-RICE NEW	pesticide authorization expiry date	2010-08-31^^xsd:date	
PESTON:0806972	6972	CHEM-RICE NEW	pesticide issue date	2010-05-04^^xsd:date	
PESTON:0806973	6973	CHEM-RICE NEW 2	pesticide authorization expiry date	2011-08-25^^xsd:date	
PESTON:0806974	6974	CHEM-RICE NEW 2	pesticide issue date	2011-04-28^^xsd:date	
PESTON:0806975	6975	CHEM-RICE NEW 3	pesticide authorization expiry date	2012-10-02^^xsd:date	
PESTON:0806976	6976	CHEM-RICE NEW 3	pesticide issue date	2012-06-05^^xsd:date	
PESTON:0806977	6977	CHEM-RICE NEW 4	pesticide authorization expiry date	2013-08-27^^xsd:date	
PESTON:0806978	6978	CHEM-RICE NEW 4	pesticide issue date	2013-04-29^^xsd:date	
PESTON:0806979	6979	CHEMYAN G 10	pesticide issue date	1976-03-30^^xsd:date	
