Ontology ID	ID	Type	Company
PESTON:0500442	442	Company	SHARDA WORLDWIDE EXPORTS PVT. LTD
PESTON:0500443	443	Company	SHELL ITALIA S.P.A.
PESTON:0500444	444	Company	SIAPA S.R.L.
PESTON:0500445	445	Company	SICIL IMPORT-EXPORT S.R.L.
PESTON:0500446	446	Company	SICIT GROUP S.P.A.
PESTON:0500447	447	Company	SILIA S.P.A.
PESTON:0500448	448	Company	SIMAR S.R.L.
PESTON:0500449	449	Company	SIMONIS B.V.
PESTON:0500450	450	Company	SINON EU CORPORATION
PESTON:0500451	451	Company	SINON EU GMBH
PESTON:0500452	452	Company	SIPCAM IBERIA S.L.
PESTON:0500453	453	Company	SIPCAM INAGRA S.A.
PESTON:0500454	454	Company	SIPCAM ITALIA S.P.A.
PESTON:0500455	455	Company	SIPCAM OXON S.P.A.
PESTON:0500456	456	Company	SIPCAM S.P.A.
PESTON:0500457	457	Company	SIPLAST S.P.A.
PESTON:0500458	458	Company	SIPSA S.R.L.
PESTON:0500459	459	Company	SIS SOCIETA' ITALIANA STERILIZZAZIONI S.P.A
PESTON:0500460	460	Company	SIVAM S.P.A.
PESTON:0500461	461	Company	SO.CHI.MED. S.R.L.
PESTON:0500462	462	Company	SOCHIMIA
PESTON:0500463	463	Company	SOCHIMISI S.P.A.
PESTON:0500464	464	Company	SOCIETA' ELETTROCHIMICA DI BORGOFRANCO S.R.L.
PESTON:0500465	465	Company	SOCIETE OCCITANE DE FABRICATIONS ET DE TECHNOLOGIES (S.O.F.T.)
PESTON:0500466	466	Company	SOCIETE' FINANCIERE DE PONTARLIER (SFP)
PESTON:0500467	467	Company	SOCOA S.A.S.
PESTON:0500468	468	Company	SOCOA TRADING S.R.L.
PESTON:0500469	469	Company	SOCOOR S.R.L.
PESTON:0500470	470	Company	SOLFOCHIMICA S.R.L.
PESTON:0500471	471	Company	SOLPLANT LTD
PESTON:0500472	472	Company	SOLPLANT S.P.A.
PESTON:0500473	473	Company	SOLVAY BARIO E DERIVATI (SABED) S.P.A.
PESTON:0500474	474	Company	SOLVAY CHIMICA ITALIA S.P.A
PESTON:0500475	475	Company	SOXSYS.COM S.R.L.
PESTON:0500476	476	Company	SP SOURCON PADENA GMBH
PESTON:0500477	477	Company	SPIESS URANIA CHEMICALS GMBH
PESTON:0500478	478	Company	START-UP S.A.S. DI GALANTI SERGIO E C.
PESTON:0500479	479	Company	STAUFFER CHEMICAL ITALIA S.P.A.
PESTON:0500480	480	Company	STERILTECNICA DI ROSARIO BATTAGLIA
PESTON:0500481	481	Company	STI SOLFOTECNICA ITALIANA S.P.A.
PESTON:0500482	482	Company	SULPHUR MILLS LTD
PESTON:0500483	483	Company	SUMITOMO CHEMICAL AGRO EUROPE S.A.S.
PESTON:0500484	484	Company	SUMITOMO CHEMICAL ITALIA S.R.L.
PESTON:0500485	485	Company	SUMITOMO CORPORATION ITALIA S.P.A.
PESTON:0500486	486	Company	SUN COMPANY S.R.L.
PESTON:0500487	487	Company	SUNCHEMICAL S.N.C. DI DELLA VALENTINA MARIA
PESTON:0500488	488	Company	SUTERRA EUROPE BIOCONTROL S.L.
PESTON:0500489	489	Company	SYNGENTA CROP PROTECTION AG
PESTON:0500490	490	Company	SYNGENTA ITALIA S.P.A.
PESTON:0500491	491	Company	TAMINCO ITALIA S.R.L.
PESTON:0500492	492	Company	TECNITERRA S.R.L.
PESTON:0500493	493	Company	TECNOTREA S.R.L.
PESTON:0500494	494	Company	TECOMAG S.R.L.
PESTON:0500495	495	Company	TERSAN S.P.A.
PESTON:0500496	496	Company	TIMAC AGRO ESPA„A SA
PESTON:0500497	497	Company	TOMEN ITALIA S.P.A.
PESTON:0500498	498	Company	TOSVAR S.R.L.
PESTON:0500499	499	Company	TOTALENERGIES FLUIDS S.A.S.
PESTON:0500500	500	Company	TRIAGRIBERIA S.L.
PESTON:0500501	501	Company	U.B.M. S.R.L.
PESTON:0500502	502	Company	UCE S.P.A.
PESTON:0500503	503	Company	UNITED PHOSPHORUS ITALY S.R.L.
PESTON:0500504	504	Company	UPL AGRICULTURAL SOLUTIONS ITALY S.R.L.
PESTON:0500505	505	Company	UPL EUROPE LTD
PESTON:0500506	506	Company	UPL HOLDINGS CO…PERATIEF U.A.
PESTON:0500507	507	Company	UPL IBERIA S.A.
PESTON:0500508	508	Company	UPL ITALIA S.R.L.
PESTON:0500509	509	Company	VALAGRO S.P.A.
PESTON:0500510	510	Company	VALBRENTA CHEMICALS S.R.L.
PESTON:0500511	511	Company	VALENT BIOSCIENCES
PESTON:0500512	512	Company	VALSELE S.P.A.
PESTON:0500513	513	Company	VALTO B.V.
PESTON:0500514	514	Company	VAW ITALIA S.R.L.
PESTON:0500515	515	Company	VEBI ISTITUTO BIOCHIMICO S.R.L.
PESTON:0500516	516	Company	VENTURA AGROSCIENCE LIMITED
PESTON:0500517	517	Company	VENTUROLI SEMENTI
PESTON:0500518	518	Company	VERDE BIO SAS DI CUNIAL GIANANDREA & C.
PESTON:0500519	519	Company	VERDE VIVO S.R.L. (PADOVA)
PESTON:0500520	520	Company	VEXTACHEM S.R.L.
PESTON:0500521	521	Company	VIORYL S.A.
PESTON:0500522	522	Company	VISCHIM S.R.L.
PESTON:0500523	523	Company	VISPLANT CHIMIREN S.P.A.
PESTON:0500524	524	Company	VIVAGRO SARL
PESTON:0500525	525	Company	W. NEUDORFF GMBH KG
PESTON:0500526	526	Company	WACHER CHEMIE ITALIA S.P.A.
PESTON:0500527	527	Company	WOLF ITALIA S.R.L.
PESTON:0500528	528	Company	XEDA INTERNATIONAL S.A.
PESTON:0500529	529	Company	ZANUCCOLI INDUSTRIE ZOLFI S.R.L.
PESTON:0500530	530	Company	ZAPI INDUSTRIE CHIMICHE S.P.A.
PESTON:0500531	531	Company	ZOLFI VENTILATI MANNINO S.P.A.
PESTON:0500532	532	Company	ZOLFINDUSTRIA S.R.L.
			
