ID	index	Product	CHEBI Label		CHEBI ID	Concentration
PESTON:0702339	2339	BELKAP EXTRA	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0703333	3333	CAELUM	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0705447	5447	DALET TRIO	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0708512	8512	FOSBEL EXTRA	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0710489	10489	KATANGA TRIPLO	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0711444	11444	MAGMA TRIPLE	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0711696	11696	MANDEROL	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0711698	11698	MANDEROL 20-40 T	chlozolinate	Active Ingredient	CHEBI:3656	40
PESTON:0711699	11699	MANDEROL 25 FL	chlozolinate	Active Ingredient	CHEBI:3656	25
PESTON:0711700	11700	MANDEROL FL	chlozolinate	Active Ingredient	CHEBI:3656	40
PESTON:0711701	11701	MANDEROL PB 20	chlozolinate	Active Ingredient	CHEBI:3656	20
PESTON:0711703	11703	MANDEROL SEMENTI	chlozolinate	Active Ingredient	CHEBI:3656	20
PESTON:0711705	11705	MANDEROL T	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0711707	11707	MANDEROL Z	chlozolinate	Active Ingredient	CHEBI:3656	90
PESTON:0715542	15542	R6 ERRESEI TRIPLO F	chlozolinate	Active Ingredient	CHEBI:3656	32.5
PESTON:0716994	16994	SERINAL	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0716996	16996	SERINAL 20-40 T	chlozolinate	Active Ingredient	CHEBI:3656	40
PESTON:0716997	16997	SERINAL 25 FL	chlozolinate	Active Ingredient	CHEBI:3656	25
PESTON:0716998	16998	SERINAL FIORI	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0716999	16999	SERINAL FL	chlozolinate	Active Ingredient	CHEBI:3656	40
PESTON:0717000	17000	SERINAL PB 20	chlozolinate	Active Ingredient	CHEBI:3656	20
PESTON:0717002	17002	SERINAL SEMENTI	chlozolinate	Active Ingredient	CHEBI:3656	20
PESTON:0717004	17004	SERINAL T	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0717006	17006	SERINAL Z	chlozolinate	Active Ingredient	CHEBI:3656	90
PESTON:0720227	20227	VALIANT FLASH	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0720645	20645	VITEFOL TRIPLO	chlozolinate	Active Ingredient	CHEBI:3656	50
PESTON:0717026	17026	SETOFF	Cinosulfuron	Active Ingredient	CHEBI:81982	20
PESTON:0717027	17027	SETOFF 18 WDG	Cinosulfuron	Active Ingredient	CHEBI:81982	18
PESTON:0706945	6945	EMELDRIFT	Citral propylene glycol acetal	Active Ingredient	CHEBI:174068	5
PESTON:0703701	3701	CENTURION 240 NEO	clethodim	Active Ingredient	CHEBI:70721	25.2
PESTON:0703702	3702	CENTURION PRO	clethodim	Active Ingredient	CHEBI:70721	13
PESTON:0707572	7572	EXOSET 240 EC	clethodim	Active Ingredient	CHEBI:70721	25.1
PESTON:0710373	10373	JOYSTICK	clethodim	Active Ingredient	CHEBI:70721	2
PESTON:0716876	16876	SELECT	clethodim	Active Ingredient	CHEBI:70721	25.2
PESTON:0720469	20469	VEXTADIM 240 EC	clethodim	Active Ingredient	CHEBI:70721	21.1
PESTON:0703248	3248	BUGUIS	clodinafop	Active Ingredient	CHEBI:132841	9.8
PESTON:0712628	12628	MINOX FLEX	clodinafop	Active Ingredient	CHEBI:132841	5.7
PESTON:0715892	15892	RAVENAS EXTRA	clodinafop	Active Ingredient	CHEBI:132841	5.7
PESTON:0717011	17011	SERRATE	clodinafop	Active Ingredient	CHEBI:132841	20
PESTON:0719641	19641	TRAXOS PRONTO 60	clodinafop	Active Ingredient	CHEBI:132841	3.1
PESTON:0717012	17012	SERRATE	clodinafop-propargyl	Active Ingredient	CHEBI:132921	7.5
PESTON:0700000		ACARISTOP 20 SC	clofentezine	Active Ingredient	CHEBI:39315	18.5
PESTON:0700112	112	ACARTAL	clofentezine	Active Ingredient	CHEBI:39315	17.9
PESTON:0700131	131	ACARUS	clofentezine	Active Ingredient	CHEBI:39315	18.5
PESTON:0700576	576	AGRISTOP	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0701325	1325	APOLLO 20 SC	clofentezine	Active Ingredient	CHEBI:39315	18.5
PESTON:0701326	1326	APOLLO PLUS	clofentezine	Active Ingredient	CHEBI:39315	9.3
PESTON:0701328	1328	APOLLO SC	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0701329	1329	APOR 50 SC	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0701330	1330	APOR 500	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0701692	1692	ATRAC 500 FL	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0705778	5778	DIAMOND	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0710147	10147	INSETTICIDA ACARICIDA LIQUIDO	clofentezine	Active Ingredient	CHEBI:39315	8
PESTON:0713225	13225	NIAGARA	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0713226	13226	NIAGARA 42 SC	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0713439	13439	NUMI	clofentezine	Active Ingredient	CHEBI:39315	10
PESTON:0713669	13669	ORION SC	clofentezine	Active Ingredient	CHEBI:39315	9
PESTON:0714957	14957	PRENESTE	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0715282	15282	PROVIDER	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0717970	17970	SPAIKIL DOUBLE	clofentezine	Active Ingredient	CHEBI:39315	9.3
PESTON:0719507	19507	TORANT CL	clofentezine	Active Ingredient	CHEBI:39315	18
PESTON:0720547	20547	VINTRO	clofentezine	Active Ingredient	CHEBI:39315	10
PESTON:0720558	20558	VIRENS SC	clofentezine	Active Ingredient	CHEBI:39315	42
PESTON:0700776	776	ALCANCE SYNC TEC	clomazone	Active Ingredient	CHEBI:3751	3.9
PESTON:0702545	2545	BETANAL MAXXPRO	clomazone	Active Ingredient	CHEBI:3751	2.50%
PESTON:0702800	2800	BISMARK	clomazone	Active Ingredient	CHEBI:3751	4.9
PESTON:0703695	3695	CENTIUM 36 CS	clomazone	Active Ingredient	CHEBI:3751	30.7
PESTON:0703697	3697	CENTIUM SYNC TEC	clomazone	Active Ingredient	CHEBI:3751	3.9
PESTON:0703800	3800	CETUS 360 CS	clomazone	Active Ingredient	CHEBI:3751	30.7
PESTON:0703935	3935	CHOUCAS	clomazone	Active Ingredient	CHEBI:3751	30.3
PESTON:0704068	4068	CIRCUIT ACCESS	clomazone	Active Ingredient	CHEBI:3751	30.7
PESTON:0704069	4069	CIRCUIT ACCESS 36 CS	clomazone	Active Ingredient	CHEBI:3751	30.7
PESTON:0704075	4075	CIRRUS 360 CS	clomazone	Active Ingredient	CHEBI:3751	30.7
PESTON:0704076	4076	CIRRUS CS	clomazone	Active Ingredient	CHEBI:3751	30.7
PESTON:0704108	4108	CLEMATIS	clomazone	Active Ingredient	CHEBI:3751	30.3
PESTON:0704144	4144	CLOMATE	clomazone	Active Ingredient	CHEBI:3751	30.3
PESTON:0704362	4362	COMMAND 36 CS	clomazone	Active Ingredient	CHEBI:3751	30.7
PESTON:0706430	6430	DIXIE MAIS	clomazone	Active Ingredient	CHEBI:3751	4.9
PESTON:0706505	6505	DOPPLER	clomazone	Active Ingredient	CHEBI:3751	30.1
PESTON:0708959	8959	GAMIT 36 CS	clomazone	Active Ingredient	CHEBI:3751	30.7
PESTON:0710230	10230	ISERAN	clomazone	Active Ingredient	CHEBI:3751	6.90%
PESTON:0710706	10706	KLOMA	clomazone	Active Ingredient	CHEBI:3751	30.1
PESTON:0710708	10708	KLOMAIS	clomazone	Active Ingredient	CHEBI:3751	3.6
PESTON:0710711	10711	KLOMALIN	clomazone	Active Ingredient	CHEBI:3751	4.9
PESTON:0712274	12274	METRIC	clomazone	Active Ingredient	CHEBI:3751	5
PESTON:0712550	12550	MIKONOS CS	clomazone	Active Ingredient	CHEBI:3751	30.9
PESTON:0714920	14920	PREDILECTO	clomazone	Active Ingredient	CHEBI:3751	30.3
PESTON:0715818	15818	RAMPAR CS	clomazone	Active Ingredient	CHEBI:3751	4.90%
PESTON:0717589	17589	SINOPIA	clomazone	Active Ingredient	CHEBI:3751	1.80%
PESTON:0717679	17679	SIRTAKI	clomazone	Active Ingredient	CHEBI:3751	30.9
PESTON:0718114	18114	STALLION IT SYNC	clomazone	Active Ingredient	CHEBI:3751	3.9
PESTON:0719428	19428	TONALE	clomazone	Active Ingredient	CHEBI:3751	3.60%
PESTON:0700637	637	AGROLID	clopyralid	Active Ingredient	CHEBI:62961	10
PESTON:0700717	717	AKREL	clopyralid	Active Ingredient	CHEBI:62961	
PESTON:0701442	1442	ARIANE GOLD	clopyralid	Active Ingredient	CHEBI:62961	39.4
PESTON:0701445	1445	ARIANE II	clopyralid	Active Ingredient	CHEBI:62961	21.9
PESTON:0702046	2046	BARILOCHE	clopyralid	Active Ingredient	CHEBI:62961	9.5
PESTON:0702528	2528	BETANAL C	clopyralid	Active Ingredient	CHEBI:62961	2
PESTON:0702863	2863	BLESAL	clopyralid	Active Ingredient	CHEBI:62961	2
PESTON:0702867	2867	BLESAL MC	clopyralid	Active Ingredient	CHEBI:62961	1.5
PESTON:0703092	3092	BRACKET	clopyralid	Active Ingredient	CHEBI:62961	28.0 g/l
PESTON:0703958	3958	CICLOPS	clopyralid	Active Ingredient	CHEBI:62961	10
PESTON:0704077	4077	CIRTOXIN	clopyralid	Active Ingredient	CHEBI:62961	9.5
PESTON:0704078	4078	CIRTOXIN DF	clopyralid	Active Ingredient	CHEBI:62961	75
PESTON:0704132	4132	CLIOPHAR 100	clopyralid	Active Ingredient	CHEBI:62961	9.5
PESTON:0704133	4133	CLIOPHAR 100 SL	clopyralid	Active Ingredient	CHEBI:62961	9.5
PESTON:0704134	4134	CLIOPHAR 600 SL	clopyralid	Active Ingredient	CHEBI:62961	60.2
PESTON:0704155	4155	CLOPIGAN	clopyralid	Active Ingredient	CHEBI:62961	10
PESTON:0704156	4156	CLOPIX	clopyralid	Active Ingredient	CHEBI:62961	10
PESTON:0704158	4158	CLOPIZON	clopyralid	Active Ingredient	CHEBI:62961	37
PESTON:0704340	4340	COLUMBUS	clopyralid	Active Ingredient	CHEBI:62961	13.9
PESTON:0705840	5840	DICLOPYR	clopyralid	Active Ingredient	CHEBI:62961	9.5
PESTON:0705877	5877	DICOPLUS	clopyralid	Active Ingredient	CHEBI:62961	12.9
PESTON:0705896	5896	DICOTIL EXTRA	clopyralid	Active Ingredient	CHEBI:62961	12.9
PESTON:0707160	7160	EQUITY	clopyralid	Active Ingredient	CHEBI:62961	
PESTON:0708975	8975	GARANTY	clopyralid	Active Ingredient	CHEBI:62961	9.5
PESTON:0709677	9677	GRAZON	clopyralid	Active Ingredient	CHEBI:62961	5
PESTON:0711033	11033	LERMOL	clopyralid	Active Ingredient	CHEBI:62961	
PESTON:0711034	11034	LERMOL 72 SG	clopyralid	Active Ingredient	CHEBI:62961	94.9
PESTON:0711035	11035	LERMOL 75	clopyralid	Active Ingredient	CHEBI:62961	9.5
PESTON:0711036	11036	LERMOL MIX	clopyralid	Active Ingredient	CHEBI:62961	2
PESTON:0711208	11208	LIVIN	clopyralid	Active Ingredient	CHEBI:62961	2
PESTON:0711210	11210	LIVIN S 48	clopyralid	Active Ingredient	CHEBI:62961	2
PESTON:0711252	11252	LONPAR	clopyralid	Active Ingredient	CHEBI:62961	21.9
PESTON:0711254	11254	LONTREL	clopyralid	Active Ingredient	CHEBI:62961	34.1
PESTON:0711255	11255	LONTREL 600 SL	clopyralid	Active Ingredient	CHEBI:62961	60.2
PESTON:0711256	11256	LONTREL 72 SG	clopyralid	Active Ingredient	CHEBI:62961	72
PESTON:0711257	11257	LONTREL 75 G	clopyralid	Active Ingredient	CHEBI:62961	
PESTON:0711258	11258	LONTREL C	clopyralid	Active Ingredient	CHEBI:62961	
PESTON:0711260	11260	LONTREL CM	clopyralid	Active Ingredient	CHEBI:62961	1
PESTON:0711263	11263	LONTREL NUOVO	clopyralid	Active Ingredient	CHEBI:62961	1
PESTON:0711266	11266	LONTREL S	clopyralid	Active Ingredient	CHEBI:62961	2
PESTON:0711758	11758	MANTA GOLD	clopyralid	Active Ingredient	CHEBI:62961	39.4
PESTON:0711821	11821	MARPIC	clopyralid	Active Ingredient	CHEBI:62961	2
PESTON:0713299	13299	NITOL	clopyralid	Active Ingredient	CHEBI:62961	
PESTON:0713526	13526	OKKEI S.I.	clopyralid	Active Ingredient	CHEBI:62961	2
PESTON:0714397	14397	PICAMON	clopyralid	Active Ingredient	CHEBI:62961	10
PESTON:0714398	14398	PICAMON PP	clopyralid	Active Ingredient	CHEBI:62961	
PESTON:0714437	14437	PIRALID 100	clopyralid	Active Ingredient	CHEBI:62961	10
PESTON:0714643	14643	POLAR	clopyralid	Active Ingredient	CHEBI:62961	395.3 g/kgg
PESTON:0715392	15392	PYRON	clopyralid	Active Ingredient	CHEBI:62961	5
PESTON:0717293	17293	SILCLOR	clopyralid	Active Ingredient	CHEBI:62961	2
PESTON:0717577	17577	SINDER	clopyralid	Active Ingredient	CHEBI:62961	9.5
PESTON:0717678	17678	SIRIO	clopyralid	Active Ingredient	CHEBI:62961	75
PESTON:0718023	18023	SPITFIRE	clopyralid	Active Ingredient	CHEBI:62961	39.4
PESTON:0719037	19037	THEOREM	clopyralid	Active Ingredient	CHEBI:62961	13.9
PESTON:0719436	19436	TOP GREEN	clopyralid	Active Ingredient	CHEBI:62961	14.5
PESTON:0719512	19512	TORDON 22 K	clopyralid	Active Ingredient	CHEBI:62961	
PESTON:0719912	19912	TRIP	clopyralid	Active Ingredient	CHEBI:62961	12.9
PESTON:0720757	20757	VIVENDI 100	clopyralid	Active Ingredient	CHEBI:62961	9.5
PESTON:0721050	21050	ZENITH GOLD	clopyralid	Active Ingredient	CHEBI:62961	395.3 g/kgg
PESTON:0701729	1729	ATROP 240	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.5
PESTON:0701781	1781	AVENOX 240	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.5
PESTON:0701830	1830	AXIAL	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	9.7
PESTON:0701832	1832	AXIAL PRONTO	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.1
PESTON:0701834	1834	AXIAL PRONTO 60	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	6.4
PESTON:0703154	3154	BROADWAY	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	68.3
PESTON:0703687	3687	CELIO	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.6
PESTON:0703689	3689	CELIO 80 EC	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	2
PESTON:0703955	3955	CICLOPE	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	2.6
PESTON:0704316	4316	COLIAFLIX	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	70.8
PESTON:0704568	4568	CORELLO	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	70.8
PESTON:0708161	8161	FLORAMIX	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	70.8
PESTON:0709727	9727	GRIMS 10	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	2.4
PESTON:0709728	9728	GRIMS DUO	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	2.4
PESTON:0709814	9814	HAWK	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.6
PESTON:0710372	10372	JOYSTICK	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	10
PESTON:0711504	11504	MAKURI	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	1.9
PESTON:0711506	11506	MAKURI MAX	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.5
PESTON:0713673	13673	ORIONIDE 9,5 EC	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	2.6
PESTON:0714012	14012	PALIO	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	75
PESTON:0714542	14542	PIXXARO	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	38.9
PESTON:0715891	15891	RAVENAS	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.6
PESTON:0716278	16278	RODAL 240	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.5
PESTON:0718667	18667	TARCAN	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.5
PESTON:0718792	18792	TEKKEN	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	38.9
PESTON:0719123	19123	THIRAS	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.5
PESTON:0719193	19193	TIMELINE TRIO	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	2.9
PESTON:0719484	19484	TOPIK	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.6
PESTON:0719486	19486	TOPIK 240 EC	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.6
PESTON:0719488	19488	TOPIK 80 EC	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	2
PESTON:0719597	19597	TRACE	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	20.2
PESTON:0719599	19599	TRACE 240	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.5
PESTON:0719635	19635	TRAXOS	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	9.5
PESTON:0719638	19638	TRAXOS PRONTO	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	2.5
PESTON:0720357	20357	VERDE CLODINAFOP	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.6
PESTON:0720474	20474	VIBRANCE GOLD	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	4.6
PESTON:0720551	20551	VIP	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	5.6
PESTON:0720553	20553	VIP 80 EC	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	2
PESTON:0721507	21507	ZYPAR	cloquintocet-mexyl	Active Ingredient	CHEBI:143152	0.7
PESTON:0705475	5475	DANTOP 50 WG	clothianidin	Active Ingredient	CHEBI:39178	50
PESTON:0714844	14844	PONCHO	clothianidin	Active Ingredient	CHEBI:39178	47.6
PESTON:0714846	14846	PONCHO BETA	clothianidin	Active Ingredient	CHEBI:39178	33.3
PESTON:0714847	14847	PONCHO BIANCO	clothianidin	Active Ingredient	CHEBI:39178	48
PESTON:0716684	16684	SANTANA	clothianidin	Active Ingredient	CHEBI:39178	0.7
PESTON:0708047	8047	FITOFIL AF	compound 48/80	Active Ingredient	CHEBI:75295	20
PESTON:0700212	212	ACROBAT R BLU	copper atom	Active Ingredient	CHEBI:28694	40
PESTON:0700292	292	ACYLON GOLD R WG	copper atom	Active Ingredient	CHEBI:28694	14.2
PESTON:0700299	299	ACYLON R	copper atom	Active Ingredient	CHEBI:28694	18
PESTON:0700487	487	AGER MANCORAM	copper atom	Active Ingredient	CHEBI:28694	
PESTON:0700543	543	AGRIBLU	copper atom	Active Ingredient	CHEBI:28694	
PESTON:0700645	645	AGRON R WG	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0700694	694	AIRONE L. BLU	copper atom	Active Ingredient	CHEBI:28694	10.0 g/l
PESTON:0700696	696	AIRONE LIQUIDO	copper atom	Active Ingredient	CHEBI:28694	10
PESTON:0700730	730	AKTOR TRIPLO BLU	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0700858	858	ALIADO R-44	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0700874	874	ALIAL TRIPLE WP	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0700877	877	ALIAL TRIPLO	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0700892	892	ALIMET NC	copper atom	Active Ingredient	CHEBI:28694	24
PESTON:0700894	894	ALIMET PB	copper atom	Active Ingredient	CHEBI:28694	24
PESTON:0700937	937	ALLUM TRIPLO	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0700943	943	ALMADA HYDRO	copper atom	Active Ingredient	CHEBI:28694	15.8
PESTON:0700949	949	ALMADA TRIO	copper atom	Active Ingredient	CHEBI:28694	6
PESTON:0700974	974	ALTER TRIPLO BLU	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0700985	985	ALTO RAME PEPITE	copper atom	Active Ingredient	CHEBI:28694	36
PESTON:0701046	1046	AMPELOSAN	copper atom	Active Ingredient	CHEBI:28694	18
PESTON:0701054	1054	AMPELOSAN GOLD R-LIQUIDO	copper atom	Active Ingredient	CHEBI:28694	259.0 g/l
PESTON:0701056	1056	AMPELOSAN R	copper atom	Active Ingredient	CHEBI:28694	35
PESTON:0701058	1058	AMPELOSAN R BLU	copper atom	Active Ingredient	CHEBI:28694	30
PESTON:0701157	1157	ANTICRITTOGAMICO E ANTIBATTERICO PB	copper atom	Active Ingredient	CHEBI:28694	15
PESTON:0701211	1211	ANTIR	copper atom	Active Ingredient	CHEBI:28694	30
PESTON:0701213	1213	ANTIR 20	copper atom	Active Ingredient	CHEBI:28694	
PESTON:0701215	1215	ANTIR AZZURRO	copper atom	Active Ingredient	CHEBI:28694	30
PESTON:0701217	1217	ANTIR M 20-23	copper atom	Active Ingredient	CHEBI:28694	
PESTON:0701219	1219	ANTIR M 20-35 BLU	copper atom	Active Ingredient	CHEBI:28694	20
PESTON:0701230	1230	ANTISPOR BLU	copper atom	Active Ingredient	CHEBI:28694	2
PESTON:0701259	1259	ANTRACOL R	copper atom	Active Ingredient	CHEBI:28694	
PESTON:0701261	1261	ANTRACOL R BLU	copper atom	Active Ingredient	CHEBI:28694	15
PESTON:0701276	1276	ANTRACOL RAMATO MICRO	copper atom	Active Ingredient	CHEBI:28694	10
PESTON:0701278	1278	ANTRACOL RAMATO MICRO BLU	copper atom	Active Ingredient	CHEBI:28694	10
PESTON:0701304	1304	APATON RAMATO	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0701306	1306	APATON RAMATO BLU	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0701308	1308	APATON RAMATO R.M.	copper atom	Active Ingredient	CHEBI:28694	8
PESTON:0701315	1315	APER R	copper atom	Active Ingredient	CHEBI:28694	40
PESTON:0701331	1331	APPEL	copper atom	Active Ingredient	CHEBI:28694	0.5
PESTON:0701402	1402	AREB	copper atom	Active Ingredient	CHEBI:28694	16
PESTON:0701404	1404	AREB AZZURRO	copper atom	Active Ingredient	CHEBI:28694	
PESTON:0701406	1406	AREB BLU	copper atom	Active Ingredient	CHEBI:28694	16
PESTON:0701468	1468	ARISCAN RAME PEPITE	copper atom	Active Ingredient	CHEBI:28694	36
PESTON:0701483	1483	ARMETIL COBRE SC	copper atom	Active Ingredient	CHEBI:28694	18.5
PESTON:0701487	1487	ARMETIL FLOW	copper atom	Active Ingredient	CHEBI:28694	18.5
PESTON:0701493	1493	ARMONIL K	copper atom	Active Ingredient	CHEBI:28694	
PESTON:0701512	1512	ARPEL TRIPLO BLU	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0701570	1570	ASPOR RAMATO 20-20 BLU	copper atom	Active Ingredient	CHEBI:28694	20
PESTON:0701572	1572	ASPOR RAMATO 30-10	copper atom	Active Ingredient	CHEBI:28694	30
PESTON:0701574	1574	ASPOR RAMATO 30-10 BLU	copper atom	Active Ingredient	CHEBI:28694	30
PESTON:0701576	1576	ASPOR RAMATO 40	copper atom	Active Ingredient	CHEBI:28694	32
PESTON:0701594	1594	ASSORAM 440 WG	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0701609	1609	ASTER-R WDG	copper atom	Active Ingredient	CHEBI:28694	40
PESTON:0701749	1749	AUSTRALIS	copper atom	Active Ingredient	CHEBI:28694	2.3
PESTON:0701790	1790	AVIOCAFFARO	copper atom	Active Ingredient	CHEBI:28694	60
PESTON:0701798	1798	AVIOCAFFARO 44	copper atom	Active Ingredient	CHEBI:28694	53
PESTON:0701805	1805	AVIORAM	copper atom	Active Ingredient	CHEBI:28694	66.7
PESTON:0701807	1807	AVIORAM E	copper atom	Active Ingredient	CHEBI:28694	44
PESTON:0701839	1839	AXIS	copper atom	Active Ingredient	CHEBI:28694	2
PESTON:0701846	1846	AXIS R 4-40	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0701999	1999	BALANIN 20	copper atom	Active Ingredient	CHEBI:28694	5
PESTON:0702008	2008	BAMIST	copper atom	Active Ingredient	CHEBI:28694	
PESTON:0702138	2138	BATER R WG	copper atom	Active Ingredient	CHEBI:28694	40
PESTON:0702213	2213	BAYER 6353 B	copper atom	Active Ingredient	CHEBI:28694	
PESTON:0702435	2435	BENRIK	copper atom	Active Ingredient	CHEBI:28694	30
PESTON:0702492	2492	BERITON R	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0702780	2780	BIOTRIPLO	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0702786	2786	BIOXAN R	copper atom	Active Ingredient	CHEBI:28694	2
PESTON:0702792	2792	BIRAM	copper atom	Active Ingredient	CHEBI:28694	12
PESTON:0702810	2810	BITAM QUICK	copper atom	Active Ingredient	CHEBI:28694	2
PESTON:0702856	2856	BLEND	copper atom	Active Ingredient	CHEBI:28694	32
PESTON:0702858	2858	BLENDOR	copper atom	Active Ingredient	CHEBI:28694	30
PESTON:0702894	2894	BLITZ	copper atom	Active Ingredient	CHEBI:28694	16
PESTON:0702912	2912	BLOC RAM C	copper atom	Active Ingredient	CHEBI:28694	23
PESTON:0703031	3031	BOREALIS	copper atom	Active Ingredient	CHEBI:28694	2.3
PESTON:0703039	3039	BORZOL COMBI	copper atom	Active Ingredient	CHEBI:28694	30
PESTON:0703041	3041	BORZOL COMBI NC	copper atom	Active Ingredient	CHEBI:28694	30
PESTON:0703046	3046	BOSS	copper atom	Active Ingredient	CHEBI:28694	2
PESTON:0703116	3116	BRAVO STAR	copper atom	Active Ingredient	CHEBI:28694	25
PESTON:0703408	3408	CAPITOL	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0703616	3616	CARSON COP	copper atom	Active Ingredient	CHEBI:28694	4.2
PESTON:0703622	3622	CARSON R	copper atom	Active Ingredient	CHEBI:28694	3
PESTON:0703624	3624	CARSON R WG	copper atom	Active Ingredient	CHEBI:28694	4.2
PESTON:0703994	3994	CIM-ANTIR R	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0704007	4007	CIMORAM WG	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0704009	4009	CIMOSTAR DOS	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0704011	4011	CIMOSTAR DUO	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0704013	4013	CIMOSTAR R	copper atom	Active Ingredient	CHEBI:28694	4
PESTON:0704017	4017	CIMOTER EXTRA	copper atom	Active Ingredient	CHEBI:28694	4.2
PESTON:0704021	4021	CIMOTER RAME	copper atom	Active Ingredient	CHEBI:28694	2
PESTON:0704023	4023	CIMOTER RAME WG	copper atom	Active Ingredient	CHEBI:28694	4.2
PESTON:0704060	4060	CIPRO R	copper atom	Active Ingredient	CHEBI:28694	4.2
PESTON:0704142	4142	CLOCY-CU	copper atom	Active Ingredient	CHEBI:28694	18.5
PESTON:0704213	4213	CLORTOCAF RAMATO DRY FLOW	copper atom	Active Ingredient	CHEBI:28694	20
PESTON:0704215	4215	CLORTOCAF RAMATO FLOW	copper atom	Active Ingredient	CHEBI:28694	20
PESTON:0704231	4231	CLORTORAM BLU DF	copper atom	Active Ingredient	CHEBI:28694	8
PESTON:0704233	4233	CLORTORAM L	copper atom	Active Ingredient	CHEBI:28694	8
